# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "8" "-t" "exon" "-g" "Parent" "-a" "/home/benjamin/genome_assembly/PST79/FALCON/p_assemblies/v9_1/032017_assembly/Pst_104E_v12_h_ctg.anno.gff3" "-G" "/home/benjamin/genome_assembly/PST79/FALCON/p_assemblies/v9_1/032017_assembly/Pst_104E_v12_h_ctg.fa" "-o" "Pst_104E_v12_h_ctg.in_house.STAR.featureCounts.txt" "-p" "GS_DG_S12412_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam" "GS_DG_S18112_CGATGT_L001_R1_001Aligned.sortedByCoord.out.bam" "GS_DG_S22312_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H17412_TGACCA_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H1_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H2_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_4_GTGAAA_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_5_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_6_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_7_TAGCTT_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_8_GGCTAC_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_9_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG_10_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG1_CGATGT_L003_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG2_TGACCA_L003_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_1_ACAGTG_L001_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_2_GCCAAT_L001_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_3_CTTGTA_L001_R1_001Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	GS_DG_S12412_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam	GS_DG_S18112_CGATGT_L001_R1_001Aligned.sortedByCoord.out.bam	GS_DG_S22312_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H17412_TGACCA_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H1_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H2_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_4_GTGAAA_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_5_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_6_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_7_TAGCTT_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_8_GGCTAC_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_9_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam	IT9_DG_10_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam	IT9_DG1_CGATGT_L003_R1_001Aligned.sortedByCoord.out.bam	IT9_DG2_TGACCA_L003_R1_001Aligned.sortedByCoord.out.bam	UG_DG_1_ACAGTG_L001_R1_001Aligned.sortedByCoord.out.bam	UG_DG_2_GCCAAT_L001_R1_001Aligned.sortedByCoord.out.bam	UG_DG_3_CTTGTA_L001_R1_001Aligned.sortedByCoord.out.bam
evm.model.hcontig_004_020.10	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	42482;42806;43116;43280;43535;43723	42737;43039;43206;43455;43645;43934	+;+;+;+;+;+	1080	1747	2260	2214	142	223	122	0	0	0	75	125	71	267	592	311	1875	1581	1675
evm.model.hcontig_004_020.17	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	60757;60918;61146;61313;61547;61913;62158	60826;61062;61236;61449;61836;62067;62169	+;+;+;+;+;+;+	900	1408	1240	1585	228	576	225	0	0	0	113	193	98	658	1886	698	777	832	802
evm.model.hcontig_004_020.16	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	58961;59235;59387;59585;59744	59149;59326;59503;59659;59921	-;-;-;-;-	651	47	50	79	0	0	0	0	0	0	0	0	0	1	3	1	21	21	16
evm.model.hcontig_004_020.15	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	57238;57321;57480;57708;57874	57257;57410;57599;57791;58060	-;-;-;-;-	501	0	2	3	0	0	0	0	0	0	2	0	1	0	4	13	4	4	6
evm.model.hcontig_004_020.14	hcontig_004_020;hcontig_004_020	56678;56853	56740;56990	-;-	201	2	4	13	0	0	0	0	0	0	0	0	0	1	2	2	1	0	1
evm.model.hcontig_004_020.19	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	66096;66331;66507;66693;66854	66255;66411;66626;66782;66960	+;+;+;+;+	558	1	0	0	17	16	9	0	0	0	0	0	0	1	3	7	1	1	0
evm.model.hcontig_004_020.18	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	63551;63786;63970;64157;64315	63710;63866;64089;64243;64436	+;+;+;+;+	570	1	0	0	1	6	0	0	0	0	0	0	0	4	6	2	0	1	0
evm.model.hcontig_004_020.306	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	1325115;1325511;1325931;1326274	1325437;1325834;1326206;1326319	-;-;-;-	969	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
evm.model.hcontig_004_020.307	hcontig_004_020;hcontig_004_020	1329911;1330061	1329986;1331763	-;-	1779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_020.305	hcontig_004_020;hcontig_004_020	1323700;1324667	1324601;1324709	-;-	945	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
evm.model.hcontig_004_020.302	hcontig_004_020;hcontig_004_020	1292961;1293319	1293254;1293819	-;-	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_020.303	hcontig_004_020	1313541	1313915	+	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_020.308	hcontig_004_020	1336781	1337086	+	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_020.179	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	741681;742313;743030;743579;743966;744405;744511;744820	742204;742921;743509;743860;744304;744434;744624;744916	-;-;-;-;-;-;-;-	2475	1	2	5	194	437	195	0	0	0	74	19	68	52	260	326	1	2	1
evm.model.hcontig_004_020.178	hcontig_004_020	736907	737326	+	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_020.175	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	728932;729611;730021;730261;730499;730659;730934	729505;729908;730141;730397;730587;730824;731108	-;-;-;-;-;-;-	1560	2372	2161	2211	1259	3317	1318	0	0	1	352	347	299	965	3426	1924	490	391	573
evm.model.hcontig_004_020.171	hcontig_004_020;hcontig_004_020;hcontig_004_020	712024;714081;714293	713982;714220;714599	-;-;-	2406	1046	965	1128	92	198	78	0	0	0	332	260	323	1054	3944	2056	592	394	457
evm.model.hcontig_004_020.170	hcontig_004_020	706058	707059	+	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
evm.model.hcontig_004_020.173	hcontig_004_020;hcontig_004_020	717187;717964	717882;718680	-;-	1413	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
evm.model.hcontig_004_020.328	hcontig_004_020;hcontig_004_020;hcontig_004_020	1381959;1382059;1382437	1381989;1382375;1384878	+;+;+	2790	1357	1093	1256	197	479	211	0	0	1	48	129	52	475	1344	552	619	555	628
evm.model.hcontig_004_020.329	hcontig_004_020	1386071	1387372	-	1302	0	0	1	2	19	8	0	0	0	12	2	11	9	26	47	0	0	0
evm.model.hcontig_004_020.321	hcontig_004_020	1363231	1363530	-	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_020.322	hcontig_004_020;hcontig_004_020	1365194;1365631	1365555;1365898	-;-	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_020.323	hcontig_004_020;hcontig_004_020	1366947;1367101	1367023;1367512	-;-	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_020.324	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	1370503;1370745;1370883;1371422;1371596	1370617;1370798;1371318;1371516;1371624	+;+;+;+;+	729	0	0	0	7	3	5	0	0	0	48	7	31	1	3	20	0	0	0
evm.model.hcontig_004_020.325	hcontig_004_020;hcontig_004_020	1372368;1372967	1372668;1373100	-;-	435	7	7	17	2	3	4	0	0	0	2	7	3	11	34	12	6	3	6
evm.model.hcontig_004_020.326	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	1376321;1376560;1376660;1376793;1376994;1377405;1377932;1378261;1378381;1378551;1378642;1378814;1378923;1379115;1379231;1379415	1376457;1376586;1376720;1376921;1377309;1377854;1378199;1378313;1378483;1378560;1378755;1378866;1379040;1379161;1379346;1379587	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2175	803	601	824	114	242	122	0	0	0	110	126	99	437	1215	658	204	162	209
evm.model.hcontig_004_020.327	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	1379671;1379912;1380013;1380180;1380550;1380773	1379852;1379938;1380116;1380483;1380706;1381186	+;+;+;+;+;+	1188	1443	1153	1452	112	234	98	0	0	0	79	106	53	436	1039	468	523	416	491
evm.model.hcontig_004_020.158	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	648066;648231;648729;648875;649016	648158;648641;648791;648934;649120	-;-;-;-;-	732	0	0	0	3	3	0	0	0	0	2	0	1	3	8	4	0	0	0
evm.model.hcontig_004_020.7	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	33248;33341;33525;34337;34545;34733;35058;35474;35691;35865;36068;36357;36619	33277;33442;34261;34466;34644;34967;35373;35613;35784;36005;36257;36466;36663	+;+;+;+;+;+;+;+;+;+;+;+;+	2370	772	793	870	127	237	110	0	1	0	49	94	63	414	1142	423	247	181	239
evm.model.hcontig_004_020.5	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	22825;23032;23379;23651;24108;24780;25071;25407;25865;26118	22839;23247;23548;23986;24683;24963;25342;25711;26010;26384	-;-;-;-;-;-;-;-;-;-	2487	4747	3693	4640	77	174	82	0	0	0	115	288	104	871	2412	883	1214	896	1132
evm.model.hcontig_004_020.4	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	18419;18603;19164;19393;20192;20467;20585;21682;21888	18514;19072;19301;20105;20395;20516;21592;21827;21978	-;-;-;-;-;-;-;-;-	2916	4121	3618	4798	16	48	20	0	1	0	176	231	143	867	3898	1699	1064	972	1139
evm.model.hcontig_004_020.3	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	12429;14267;14663;15677	14180;14578;15588;16058	-;-;-;-	3372	2	2	3	6	3	3	0	0	0	1	0	0	1	8	6	0	1	0
evm.model.hcontig_004_020.9	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	39999;40191;40381;41828;42027	40119;40304;41756;41925;42117	+;+;+;+;+	1800	917	1028	1158	248	621	210	0	0	0	119	100	112	366	2498	1202	267	187	290
evm.model.hcontig_004_020.269	hcontig_004_020;hcontig_004_020	1142052;1142809	1142725;1142845	+;+	711	177	378	370	56	167	69	0	0	0	2	4	3	56	71	30	98	77	104
evm.model.hcontig_004_020.268	hcontig_004_020	1141419	1141745	+	327	55	94	107	1	21	6	0	0	0	3	0	2	19	29	16	45	34	35
evm.model.hcontig_004_020.261	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	1106520;1106774;1106999;1107550;1107947;1108111	1106689;1106930;1107458;1107864;1108053;1108152	-;-;-;-;-;-	1251	2320	1593	2177	805	1678	711	0	0	0	477	765	415	2115	5391	2146	1684	1946	1491
evm.model.hcontig_004_020.260	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	1102661;1103238;1104928;1105102;1105217	1103157;1104851;1105013;1105136;1105549	-;-;-;-;-	2565	6	3	4	15	24	9	0	0	0	5	3	4	31	62	35	3	2	0
evm.model.hcontig_004_020.262	hcontig_004_020;hcontig_004_020;hcontig_004_020	1110615;1110724;1111022	1110641;1110942;1111198	+;+;+	423	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
evm.model.hcontig_004_020.265	hcontig_004_020	1132747	1133316	+	570	1	4	2	0	2	1	0	0	0	0	0	0	3	8	5	0	0	0
evm.model.hcontig_004_020.388	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	1688218;1688473;1689444;1689672;1690116	1688363;1689372;1689607;1690039;1690661	-;-;-;-;-	2124	707	645	758	106	247	117	0	0	0	51	108	40	354	802	364	284	232	268
evm.model.hcontig_004_020.389	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	1690913;1691253;1691467;1692119;1694913;1695136;1695470;1695967;1696308;1696564;1696876;1697089;1697236;1697471	1691174;1691401;1692047;1694816;1695057;1695368;1695871;1696212;1696475;1696776;1696991;1697170;1697402;1697477	-;-;-;-;-;-;-;-;-;-;-;-;-;-	5469	2555	2457	2931	158	313	113	0	0	0	107	266	112	1176	2980	976	800	677	785
evm.model.hcontig_004_020.386	hcontig_004_020;hcontig_004_020;hcontig_004_020	1680981;1681166;1681904	1681080;1681765;1682097	+;+;+	894	0	1	0	5	7	2	0	0	0	7	3	12	5	26	30	0	1	0
evm.model.hcontig_004_020.387	hcontig_004_020;hcontig_004_020;hcontig_004_020	1683308;1683631;1684282	1683474;1684185;1684381	-;-;-	822	1	0	0	491	965	445	0	0	0	18	13	26	56	122	84	0	0	0
evm.model.hcontig_004_020.384	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	1671484;1672146;1672362;1672470;1672718;1673139;1673327	1672040;1672263;1672387;1672588;1673024;1673237;1673357	-;-;-;-;-;-;-	1257	476	666	684	31	81	19	1	0	0	3	4	2	708	594	26	537	457	594
evm.model.hcontig_004_020.383	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	1666376;1666609;1666731;1667466	1666493;1666653;1667342;1668265	+;+;+;+	1575	0	2	1	677	1450	655	0	0	0	51	29	50	120	211	163	1	0	1
evm.model.hcontig_004_020.241	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	1024317;1024969;1025236;1025854;1026105	1024893;1025166;1025769;1025984;1027031	+;+;+;+;+	2367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_020.240	hcontig_004_020	1017926	1018180	-	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_020.247	hcontig_004_020	1056327	1056893	+	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_020.246	hcontig_004_020;hcontig_004_020	1050206;1050380	1050294;1050644	-;-	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_020.245	hcontig_004_020;hcontig_004_020;hcontig_004_020	1044758;1045224;1045470	1045128;1045403;1045857	-;-;-	939	2416	2072	2665	224	465	207	0	0	1	73	52	75	264	798	384	1778	818	1425
evm.model.hcontig_004_020.244	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	1034550;1034894;1035053;1035260;1035715	1034835;1034991;1035175;1035652;1035780	-;-;-;-;-	966	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
evm.model.hcontig_004_020.249	hcontig_004_020	1059975	1060316	+	342	30	17	19	48	69	18	0	0	0	1	0	0	2	8	5	2	8	0
evm.model.hcontig_004_020.248	hcontig_004_020;hcontig_004_020;hcontig_004_020	1059537;1059710;1059945	1059616;1059854;1059974	+;+;+	255	46	28	41	8	16	6	0	0	0	1	0	2	3	10	3	6	1	11
evm.model.hcontig_004_020.225	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	937959;938065;938527;938832;939039;941294	937975;938299;938738;938964;941182;941603	+;+;+;+;+;+	3051	333	356	441	58	204	94	0	0	0	6	3	6	59	256	144	43	46	56
evm.model.hcontig_004_020.224	hcontig_004_020;hcontig_004_020;hcontig_004_020	925033;925188;925400	925074;925322;925816	+;+;+	594	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
evm.model.hcontig_004_020.227	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	945908;945994;946325;946482;946683;947092;947800;948014;948285	945910;946239;946401;946620;947015;947724;947917;948196;948412	+;+;+;+;+;+;+;+;+	1860	2317	2399	2652	271	696	234	0	0	0	220	453	196	1435	4269	1877	1218	1188	1251
evm.model.hcontig_004_020.226	hcontig_004_020;hcontig_004_020;hcontig_004_020	942806;943896;944689	943761;944582;944764	-;-;-	1719	1	0	5	1	9	3	0	0	0	2	1	1	3	9	11	3	2	4
evm.model.hcontig_004_020.220	hcontig_004_020;hcontig_004_020	910915;911112	911016;912971	-;-	1962	855	737	943	114	314	113	1	0	0	122	126	118	521	1402	637	440	390	409
evm.model.hcontig_004_020.223	hcontig_004_020	923373	924968	-	1596	12	29	34	0	0	6	0	0	0	0	0	1	4	28	9	0	1	0
evm.model.hcontig_004_020.229	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	953527;954053;954634;954810;955379	953988;954523;954714;955265;957835	+;+;+;+;+	3927	1	5	13	187	532	219	0	0	0	48	14	45	86	343	372	0	1	0
evm.model.hcontig_004_020.228	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	949373;949529;949692;951046;951178;951375;951583	949438;949595;950990;951097;951285;951482;951874	-;-;-;-;-;-;-	1992	319	314	402	13	35	23	0	0	0	16	94	26	131	135	112	61	33	63
evm.model.hcontig_004_020.209	hcontig_004_020;hcontig_004_020	871950;872145	872061;874177	+;+	2145	2526	2509	2653	34	99	39	0	0	0	7	4	3	18	113	82	1565	1141	1458
evm.model.hcontig_004_020.207	hcontig_004_020	860293	861357	+	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
evm.model.hcontig_004_020.206	hcontig_004_020	854300	855022	+	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_020.205	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	843938;845172;845485;845796;846001;848045;848234;848398;848554;848655;848901	845050;845389;845730;845927;847964;848141;848253;848494;848587;848799;848929	-;-;-;-;-;-;-;-;-;-;-	4095	3917	3157	3908	158	619	179	0	0	0	168	179	139	995	3523	1651	1013	692	1147
evm.model.hcontig_004_020.204	hcontig_004_020;hcontig_004_020;hcontig_004_020	840202;840390;840973	840266;840842;841291	-;-;-	837	1	4	5	3872	13508	4226	0	0	0	3	9	2	610	668	39	0	0	1
evm.model.hcontig_004_020.203	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	831386;831753;832206;832565;832861;833049;833310;833469;833733;833899;834110;834313;834462;834604	831569;832104;832483;832754;832945;833135;833381;833646;833793;834019;834187;834360;834473;834813	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1956	9882	9045	10825	407	1106	393	0	0	1	156	421	126	994	2965	1325	3707	3327	3402
evm.model.hcontig_004_020.202	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	819472;819597;820340;820985;821354;821862;822255;824390;825117;825372;825599;825938;826389	819529;820273;820894;821290;821783;822185;824297;825036;825301;825537;825841;826285;826586	+;+;+;+;+;+;+;+;+;+;+;+;+	6180	1464	1367	1678	257	612	237	0	0	0	268	211	254	944	4155	2103	530	304	441
evm.model.hcontig_004_020.201	hcontig_004_020;hcontig_004_020;hcontig_004_020	813099;813630;814089	813282;813987;814224	-;-;-	678	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
evm.model.hcontig_004_020.200	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	810962;811054;811652;811861	810979;811581;811761;811927	+;+;+;+	723	1870	1797	2165	351	745	249	0	0	0	60	79	43	373	983	426	659	567	656
evm.model.hcontig_004_020.6	hcontig_004_020	28312	28641	-	330	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
evm.model.hcontig_004_020.8	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	37555;37732;37906;39368;39544	37645;37826;39302;39475;39709	-;-;-;-;-	1857	1683	1217	1774	287	818	229	0	0	1	143	135	122	672	2931	1362	1399	1652	1335
evm.model.hcontig_004_020.135	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	553179;553274;553449;554033;554176	553203;553350;553946;554083;554313	+;+;+;+;+	789	1767	1651	1810	322	1122	330	0	1	1	176	324	162	720	2522	1365	1612	1735	1407
evm.model.hcontig_004_020.134	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	548742;548996;549115;549362;549500;549702;550104;550485	548900;549030;549282;549414;549586;549964;550362;550627	+;+;+;+;+;+;+;+	1167	0	3	0	1089	3050	1097	0	0	0	4	10	0	2548	2521	96	0	2	0
evm.model.hcontig_004_020.137	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	575711;575806;576016;576230;576561;576811;576962	575740;575879;576105;576433;576682;576847;577088	+;+;+;+;+;+;+	684	387	414	446	244	516	202	0	0	0	85	120	66	253	768	370	343	220	283
evm.model.hcontig_004_020.136	hcontig_004_020;hcontig_004_020;hcontig_004_020	559746;559877;560090	559805;559977;560237	-;-;-	309	1	0	0	4	12	8	0	0	0	1	3	1	3	7	6	1	1	2
evm.model.hcontig_004_020.98	hcontig_004_020;hcontig_004_020;hcontig_004_020	390628;390840;391408	390761;391323;391581	-;-;-	792	791	808	807	256	670	218	0	0	0	244	586	202	1305	3278	1282	682	479	715
evm.model.hcontig_004_020.93	hcontig_004_020	372931	374418	+	1488	1	0	1	34	61	24	0	0	0	9	24	9	78	942	181	0	0	0
evm.model.hcontig_004_020.96	hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020;hcontig_004_020	381684;381832;382165;382316;382524;382718;382883	381707;381957;382224;382447;382637;382798;382966	+;+;+;+;+;+;+	621	88	114	109	1077	2066	1095	0	0	1	1196	1273	1084	2731	8003	4212	152	180	134
evm.model.hcontig_004_021.2	hcontig_004_021	5374	5739	-	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_021.3	hcontig_004_021;hcontig_004_021;hcontig_004_021;hcontig_004_021;hcontig_004_021;hcontig_004_021;hcontig_004_021;hcontig_004_021;hcontig_004_021	6353;6614;7457;8138;8443;8699;9081;9603;9986	6553;7391;8061;8366;8592;8989;9497;9894;10178	+;+;+;+;+;+;+;+;+	3156	28	30	9	65	154	48	0	0	0	5	3	4	5	46	13	15	10	11
evm.model.hcontig_004_021.1	hcontig_004_021;hcontig_004_021;hcontig_004_021;hcontig_004_021	246;434;624;787	335;553;713;812	+;+;+;+	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_025.4	hcontig_004_025;hcontig_004_025	14911;15268	15204;15768	-;-	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_025.1	hcontig_004_025;hcontig_004_025;hcontig_004_025;hcontig_004_025;hcontig_004_025	1507;1635;2111;2297;2451	1572;2030;2233;2394;2736	+;+;+;+;+	969	0	0	0	1	0	1	0	0	0	1	0	0	0	2	3	0	0	0
evm.model.hcontig_004_027.4	hcontig_004_027;hcontig_004_027;hcontig_004_027	7198;7427;7552	7347;7484;8273	+;+;+	930	1	5	2	0	0	1	0	0	0	0	0	0	0	2	0	2	1	0
evm.model.hcontig_004_027.5	hcontig_004_027;hcontig_004_027	8698;8912	8813;9188	-;-	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_027.6	hcontig_004_027	9604	9819	-	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_027.1	hcontig_004_027;hcontig_004_027;hcontig_004_027	565;707;920	627;807;1058	-;-;-	303	53	56	44	0	1	0	0	0	0	0	0	0	0	1	0	59	61	60
evm.model.hcontig_004_027.2	hcontig_004_027;hcontig_004_027;hcontig_004_027;hcontig_004_027	3216;3353;3443;3649	3261;3363;3543;3793	-;-;-;-	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_004_027.3	hcontig_004_027;hcontig_004_027;hcontig_004_027;hcontig_004_027;hcontig_004_027;hcontig_004_027	4888;4995;5138;5378;5725;5990	4925;5059;5291;5648;5907;6019	+;+;+;+;+;+	741	0	0	0	0	0	0	0	0	0	1	2	0	4	3	2	0	0	0
evm.model.hcontig_005_002.90	hcontig_005_002;hcontig_005_002;hcontig_005_002;hcontig_005_002;hcontig_005_002	370497;370683;371601;371873;371983	370577;371507;371779;371874;372152	-;-;-;-;-	1257	1475	1213	1524	79	178	69	0	0	0	103	104	96	387	1109	511	609	487	624
